10.1186/1743-422x-10-91	-2.375277042388916	11.34482192993164
10.1038/srep18030	-0.7069523334503174	8.75840950012207
10.1371/journal.pone.0018669	1.9457712173461914	11.915069580078125
10.1186/1476-069x-12-115	-3.528972864151001	5.707098484039307
10.1371/journal.ppat.1003248	3.9108328819274902	13.442182540893555
10.1371/journal.pntd.0006628	-0.37230488657951355	10.317299842834473
10.1186/s13567-016-0354-9	2.914121627807617	3.4332449436187744
10.1186/s12889-017-4515-1	-0.8811147809028625	5.796799659729004
10.1371/journal.pbio.1000301	2.669344663619995	3.1161086559295654
10.3390/v11090825	-0.46740660071372986	10.07116985321045
10.3390/v2020547	-0.7817054986953735	13.539030075073242
10.1371/journal.pone.0120797	-1.5565376281738281	12.770581245422363
10.3390/v11100940	-0.8431478142738342	7.746582984924316
10.3390/v11111019	0.2810596525669098	11.910151481628418
10.1186/1743-422x-9-78	0.1631331741809845	7.974310874938965
10.1093/nar/gky812	0.40285101532936096	13.996668815612793
10.1186/1471-2334-9-208	0.8690436482429504	6.5727362632751465
10.1186/1743-422x-11-39	-0.07402323931455612	6.615506649017334
10.1155/2016/4621659	0.5257682800292969	10.512938499450684
10.1186/s12864-017-4106-7	-3.4650111198425293	10.574438095092773
10.1074/jbc.m114.602649	2.736368179321289	13.705717086791992
10.3389/fmicb.2019.00050	3.2836172580718994	14.0831880569458
10.1186/1471-2180-13-266	3.804901361465454	13.464540481567383
10.18632/oncotarget.19757	-0.7078909277915955	8.367520332336426
10.18632/oncotarget.23258	-1.0892856121063232	8.266777038574219
10.1186/1743-422x-8-380	0.4690451920032501	7.794765472412109
10.1186/1745-6215-12-94	2.2468478679656982	7.335373878479004
10.1128/jvi.00205-19	-4.047626495361328	9.542067527770996
10.1186/1756-8722-2-37	2.633446455001831	8.743680000305176
10.1371/journal.ppat.1006132	2.4599051475524902	14.819414138793945
10.1186/1471-2458-12-947	0.8252087831497192	5.9916582107543945
10.1371/journal.pone.0101209	0.9605221152305603	11.8646879196167
10.1186/1743-422x-11-106	-3.584543466567993	11.840436935424805
10.1038/srep22008	0.040521297603845596	11.050077438354492
10.1371/journal.pone.0200919	2.1397032737731934	13.135770797729492
